item_code,item_description,item_type,total_sales,liquor_type
335718,CHIVAS EXTRA - 750ML,LIQUOR,49.5,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,72.45,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,56.56,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,22.35,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,20.62,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,27.82,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,45.93,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,19.66,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,18,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,17.32,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,23.19,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,81.26,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,23.04,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,81.95,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,21.02,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,70.17,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,20.7,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,65.41,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,18.31,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,83.49,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,15.92,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,13.9,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,12.91,WHISKY
335718,CHIVAS EXTRA - 750ML,LIQUOR,15.08,WHISKY
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.8,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.64,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.64,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.72,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.48,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.64,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,2.01,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.81,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,1.37,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.57,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.33,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.17,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.17,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.33,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.08,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.08,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.72,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.16,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.08,VODKA
335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.08,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.24,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.64,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.65,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.16,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.48,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.48,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,2.01,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,1.53,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.98,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.24,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.08,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0.08,VODKA
335725,LEAF ORGANIC VODKA ROCKY MOUNTAIN - 750ML,LIQUOR,0,VODKA
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,0.34,WHISKY
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,0.17,WHISKY
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,0.5,WHISKY
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,0.51,WHISKY
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,2,WHISKY
335731,PRICHARD'S SWEET LUCY BOURBON LIQUEUR - 750ML,LIQUOR,0.33,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.67,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.85,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.51,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.68,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.51,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,1.7,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.68,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,1.53,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,1.02,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.34,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.85,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.68,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.17,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.17,WHISKY
335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.17,WHISKY
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.68,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.34,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.68,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,2.04,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,1.02,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,1.02,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.85,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,1.19,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.85,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,1.02,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.5,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.85,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,1.02,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.67,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.34,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.34,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.51,RUM
335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.34,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.34,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.68,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.17,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.02,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.02,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.67,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.17,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.85,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.68,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.34,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.17,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.34,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.19,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.01,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.01,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.34,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,1.02,RUM
335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.17,RUM
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,2.89,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,3.19,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.7,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,5.22,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.5,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,2.01,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,4.75,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,2.38,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,4.04,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.7,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.01,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.7,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.86,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.84,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,2.19,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.36,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.69,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.18,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.33,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,1.01,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.5,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.34,VODKA
335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.17,VODKA
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.1,RUM
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.1,RUM
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.2,RUM
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.1,RUM
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.1,RUM
335867,ST NICOLAS ABBEY 10YR RUM - 750ML,LIQUOR,0.1,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,1.36,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,2.21,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,1.36,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.85,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,1.19,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,2.71,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,4.42,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,3.39,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,1.53,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.34,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.34,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.51,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.51,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.17,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.17,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.17,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.34,RUM
336087,COPACABANA 1940 ANEJO RUM - 750ML,LIQUOR,0.51,RUM
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,3.39,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,2.54,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,2.46,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,1.23,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,1.88,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,2.3,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,1.41,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,0.08,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,0,OTHER
336380,SINGANI LOS PARRALES - 750ML,LIQUOR,0.08,OTHER
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.85,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.68,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,3.74,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,2.21,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,2.37,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,1.36,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.85,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.85,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,1.35,WHISKY
336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.68,WHISKY
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.68,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,2.72,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,1.36,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,1.02,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.34,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336393,GLENDALOUGH SHERRY OAK AGED POITIN - 750ML,LIQUOR,0.17,OTHER
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.34,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,1.53,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,1.02,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,1.18,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.67,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.51,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.33,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,WHISKY
336473,IVY CITY GIN - 750ML,LIQUOR,4.76,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,5.91,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,2.89,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,2.38,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,2.89,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,7.95,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,9.47,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,4.0600000000000005,GIN
336473,IVY CITY GIN - 750ML,LIQUOR,5.54,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.23,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.85,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,4.4,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.87,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.55,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.53,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.72,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.52,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,3.04,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,1.52,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,2.18,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,1.01,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,2.37,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,1.7,GIN
336473,DISTRICT MADE GIN - 750ML,LIQUOR,0.51,GIN
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.34,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.17,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,1,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,1.01,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,1,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.33,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.17,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.34,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.84,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.17,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.17,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,3.55,VODKA
336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,3.72,VODKA
336727,ST GEORGE CALIFORNIA CITRUS VODKA - 750ML,LIQUOR,0.17,VODKA
336727,ST GEORGE CALIFORNIA CITRUS VODKA - 750ML,LIQUOR,0.17,VODKA
336727,ST GEORGE CALIFORNIA CITRUS VODKA - 750ML,LIQUOR,0.34,VODKA
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,1.19,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,1.19,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.34,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.85,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,1.01,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.84,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.34,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.51,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.68,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.67,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.51,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.51,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.34,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.34,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.34,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.67,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,5.09,GIN
336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,4.91,GIN
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,27.62,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,30.68,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,33.06,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,28.8,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,33.24,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,37.01,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,49.7,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,39.96,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,49.93,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,57.03,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,66.5,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,68.99,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,68.81,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,71.25,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,76.06,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,70.72,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,74.15,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,76.58,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,91.04,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,77.04,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,73.41,VODKA
336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,67.87,VODKA
